cut_off,accuracy,recall,f1,overall_score
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5779661016949152,1.0,0.7260726072607261,0.7680129029852137
0.15,0.588135593220339,0.9939393939393939,0.7296996662958841,0.7705915511518725
0.2,0.5932203389830508,0.9757575757575757,0.7285067873303168,0.7658282340236479
0.25,0.6254237288135593,0.9606060606060606,0.7415204678362574,0.775850085751959
0.3,0.635593220338983,0.9454545454545454,0.7437425506555422,0.7749301054830235
0.35,0.676271186440678,0.9090909090909091,0.7585335018963337,0.7812985324759736
0.4,0.6830508474576271,0.8727272727272727,0.7549148099606815,0.7702309767151938
0.45,0.6966101694915254,0.8303030303030303,0.7537826685006876,0.7602319560984144
0.5,0.7016949152542373,0.7818181818181819,0.7456647398843931,0.7430592789856041
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
0.15,0.5966101694915255,0.996969696969697,0.7343750000000001,0.7759849554870741
0.2,0.6203389830508474,0.9818181818181818,0.7431192660550459,0.7817588103080251
0.25,0.6372881355932203,0.9606060606060606,0.7476415094339623,0.7818452352110811
0.3,0.6661016949152543,0.9212121212121213,0.7552795031055901,0.7808644397443217
0.35,0.676271186440678,0.8878787878787879,0.7541827541827543,0.7727775761674067
0.4,0.6847457627118644,0.8454545454545455,0.75,0.7600667693888034
0.45,0.7,0.8181818181818182,0.7531380753138075,0.7571066311652085
0.5,0.7050847457627119,0.7666666666666667,0.7441176470588237,0.7386230198294007
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5728813559322034,1.0,0.7236842105263158,0.7655218554861731
0.15,0.6,0.996969696969697,0.7360178970917226,0.7776625313538066
0.2,0.6220338983050847,0.9848484848484849,0.7445589919816724,0.7838137917117473
0.25,0.6305084745762712,0.9696969696969697,0.745920745920746,0.7820420633979955
0.3,0.6559322033898305,0.9484848484848485,0.7551266586248492,0.7865145701665094
0.35,0.676271186440678,0.9303030303030303,0.7627329192546584,0.7897690453327888
0.4,0.688135593220339,0.8909090909090909,0.7616580310880828,0.7802342384058375
0.45,0.7,0.8484848484848485,0.7598371777476256,0.7694406754108246
0.5,0.711864406779661,0.8212121212121212,0.7612359550561799,0.764770827682654
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5745762711864407,1.0,0.7244785949506037,0.7663516220456815
0.15,0.6033898305084746,0.990909090909091,0.7364864864864865,0.7769284693013506
0.2,0.611864406779661,0.9757575757575757,0.7376861397479955,0.7751027074284108
0.25,0.6288135593220339,0.9454545454545454,0.7402135231316725,0.7714938759694173
0.3,0.6406779661016949,0.9181818181818182,0.7408312958435208,0.766563693375678
0.35,0.6559322033898305,0.8818181818181818,0.7414012738853504,0.7597172196977876
0.4,0.6661016949152543,0.8515151515151516,0.7404479578392622,0.7526882680898893
0.45,0.6745762711864407,0.8242424242424242,0.7391304347826086,0.7459830434038245
0.5,0.688135593220339,0.7666666666666667,0.7333333333333333,0.7293785310734463
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5694915254237288,1.0,0.7221006564551423,0.7638640606262904
0.15,0.5847457627118644,0.990909090909091,0.7274749721913237,0.7677099419374264
0.2,0.611864406779661,0.9787878787878788,0.7382857142857142,0.7763126666177514
0.25,0.6271186440677966,0.9666666666666667,0.7435897435897435,0.7791250181080689
0.3,0.635593220338983,0.9363636363636364,0.7418967587034815,0.7712845384687004
0.35,0.6593220338983051,0.9,0.7471698113207548,0.76883061507302
0.4,0.6728813559322034,0.8757575757575757,0.7496757457846952,0.7661048924914914
0.45,0.6796610169491526,0.8393939393939394,0.7456258411843876,0.7548935991758264
0.5,0.6830508474576271,0.796969696969697,0.7377279102384291,0.7392494848885844
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5610169491525424,0.996969696969697,0.7175572519083969,0.7585146326768788
0.15,0.5847457627118644,0.9939393939393939,0.7280799112097668,0.7689216892870084
0.2,0.5915254237288136,0.9757575757575757,0.727683615819209,0.7649888717685327
0.25,0.6,0.9636363636363636,0.7293577981651377,0.7643313872671671
0.3,0.6254237288135593,0.9515151515151515,0.7396937573616018,0.7722108792301042
0.35,0.6389830508474577,0.9181818181818182,0.73992673992674,0.7656972029853386
0.4,0.6711864406779661,0.8939393939393939,0.7525510204081634,0.7725589516751744
0.45,0.6830508474576271,0.8575757575757575,0.751660026560425,0.7640955438646033
0.5,0.688135593220339,0.806060606060606,0.7430167597765364,0.7457376530191605
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
0.15,0.5864406779661017,0.996969696969697,0.7294900221729491,0.7709667990362492
0.2,0.6067796610169491,0.9939393939393939,0.7387387387387387,0.7798192645650271
0.25,0.6152542372881356,0.9727272727272728,0.7387802071346374,0.7755872390500151
0.3,0.6372881355932203,0.9484848484848485,0.7452380952380953,0.777003693105388
0.35,0.6728813559322034,0.9242424242424242,0.759651307596513,0.7855916959237135
0.4,0.6830508474576271,0.896969696969697,0.7599486521181,0.7799897321818081
0.45,0.7084745762711865,0.8636363636363636,0.7681940700808625,0.7801016699961375
0.5,0.7067796610169491,0.8090909090909091,0.7553041018387554,0.7570582239822046
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5745762711864407,1.0,0.7244785949506037,0.7663516220456815
0.15,0.5779661016949152,0.9818181818181818,0.7224080267558529,0.76073077008965
0.2,0.6067796610169491,0.9727272727272728,0.7345537757437071,0.7713535698293096
0.25,0.6389830508474577,0.9575757575757575,0.7479289940828403,0.7814959341686851
0.3,0.6593220338983051,0.9454545454545454,0.7563636363636362,0.7870467385721622
0.35,0.6779661016949152,0.9121212121212121,0.7601010101010102,0.7833961079723792
0.4,0.6864406779661016,0.8696969696969697,0.756258234519104,0.7707986273940585
0.45,0.6915254237288135,0.8242424242424242,0.7493112947658402,0.7550263809123594
0.5,0.6830508474576271,0.7545454545454545,0.727007299270073,0.7215345337577183
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,0.996969696969697,0.7191256830601094,0.7601673865636078
0.15,0.5915254237288136,0.990909090909091,0.7307262569832403,0.7710535905403816
0.2,0.6067796610169491,0.9696969696969697,0.7339449541284404,0.7701405282807864
0.25,0.6135593220338983,0.9272727272727272,0.7285714285714284,0.7564678259593514
0.3,0.6491525423728813,0.9090909090909091,0.7434944237918215,0.7672459584185374
0.35,0.6847457627118644,0.896969696969697,0.7609254498714654,0.7808803031843422
0.4,0.6898305084745763,0.8545454545454545,0.7550200803212851,0.7664653477804387
0.45,0.688135593220339,0.8090909090909091,0.7437325905292479,0.7469863642801653
0.5,0.6847457627118644,0.7545454545454545,0.7280701754385965,0.7224537975653051
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5677966101694916,1.0,0.7213114754098361,0.7630360285264426
0.15,0.5932203389830508,0.996969696969697,0.7327394209354119,0.7743098189627199
0.2,0.6169491525423729,0.9848484848484849,0.7420091324200913,0.7812689232703164
0.25,0.6440677966101694,0.9666666666666667,0.7523584905660378,0.787697651280958
0.3,0.6677966101694915,0.9515151515151515,0.7621359223300971,0.79381589467158
0.35,0.6864406779661016,0.9090909090909091,0.7643312101910829,0.7866209324160313
0.4,0.7084745762711865,0.8909090909090909,0.7736842105263159,0.7910226259021976
0.45,0.7389830508474576,0.8666666666666667,0.7878787878787877,0.7978428351309707
0.5,0.7508474576271187,0.8272727272727273,0.7878787878787878,0.7886663242595446
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5711864406779661,1.0,0.7228915662650602,0.7646926689810088
0.15,0.6016949152542372,0.9848484848484849,0.7344632768361582,0.7736688923129601
0.2,0.6186440677966102,0.9575757575757575,0.7374562427071177,0.7712253560264952
0.25,0.6338983050847458,0.9333333333333333,0.7403846153846153,0.7692054179342315
0.3,0.6508474576271186,0.896969696969697,0.7418546365914787,0.763223930396098
0.35,0.6779661016949152,0.8696969696969697,0.7513089005235601,0.7663239906384817
0.4,0.7033898305084746,0.8454545454545455,0.7612551159618008,0.7700331639749404
0.45,0.6949152542372882,0.7848484848484848,0.7421203438395416,0.7406280276417716
0.5,0.6932203389830508,0.7363636363636363,0.7286356821589207,0.7194065525018692
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5745762711864407,0.996969696969697,0.7238723872387237,0.7651394517982871
0.15,0.5898305084745763,0.9878787878787879,0.7293064876957495,0.7690052613497045
0.2,0.6016949152542372,0.9606060606060606,0.7295742232451093,0.7639583997018025
0.25,0.6186440677966102,0.9242424242424242,0.7305389221556886,0.757808471398241
0.3,0.6406779661016949,0.8878787878787879,0.7343358395989975,0.7542975311931602
0.35,0.6508474576271186,0.8424242424242424,0.7296587926509186,0.7409768309007599
0.4,0.6474576271186441,0.796969696969697,0.7166212534059946,0.7203495258314453
0.45,0.6389830508474577,0.7121212121212122,0.6881405563689605,0.6797482731125434
0.5,0.6542372881355932,0.6787878787878788,0.687116564417178,0.67338057711355
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5694915254237288,0.996969696969697,0.7214912280701754,0.7626508168212004
0.15,0.6016949152542372,0.9878787878787879,0.7350620067643743,0.7748785699657997
0.2,0.6203389830508474,0.9666666666666667,0.740139211136891,0.775714953618135
0.25,0.6288135593220339,0.9454545454545454,0.7402135231316725,0.7714938759694173
0.3,0.6542372881355932,0.9363636363636364,0.7518248175182483,0.7808085806724927
0.35,0.6915254237288135,0.9151515151515152,0.7684478371501272,0.7917082586768186
0.4,0.6983050847457627,0.8757575757575757,0.7645502645502644,0.7795376416845343
0.45,0.6966101694915254,0.8272727272727273,0.7531034482758621,0.7589954483467048
0.5,0.6949152542372882,0.7636363636363637,0.736842105263158,0.7317979077122699
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5694915254237288,1.0,0.7221006564551423,0.7638640606262904
0.15,0.5898305084745763,0.9939393939393939,0.7305122494432073,0.7714273839523925
0.2,0.6050847457627119,0.9666666666666667,0.7324913892078072,0.768080933879062
0.25,0.6254237288135593,0.9454545454545454,0.7384615384615385,0.7697799375765477
0.3,0.652542372881356,0.9303030303030303,0.7496947496947496,0.7775133842930453
0.35,0.6847457627118644,0.906060606060606,0.7627551020408162,0.7845204902710955
0.4,0.6966101694915254,0.8696969696969697,0.7622841965471447,0.7761971119118799
0.45,0.7101694915254237,0.8363636363636363,0.7634854771784232,0.770006201689161
0.5,0.7050847457627119,0.7818181818181819,0.7478260869565218,0.7449096715124718
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.576271186440678,0.996969696969697,0.724669603524229,0.7659701623115346
0.15,0.6,0.996969696969697,0.7360178970917226,0.7776625313538066
0.2,0.6152542372881356,0.9787878787878788,0.7399770904925544,0.778006402189523
0.25,0.6271186440677966,0.9454545454545454,0.7393364928909951,0.7706365608044458
0.3,0.6627118644067796,0.9151515151515152,0.7521793275217933,0.7766809023600293
0.35,0.6830508474576271,0.8818181818181818,0.7568270481144344,0.7738986924634145
0.4,0.6932203389830508,0.8333333333333334,0.7523939808481532,0.7596492177215124
0.45,0.6915254237288135,0.7757575757575758,0.7377521613832853,0.7350117202898915
0.5,0.7067796610169491,0.7303030303030303,0.7358778625954199,0.7243201846384665
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,0.996969696969697,0.7191256830601094,0.7601673865636078
0.15,0.5949152542372881,0.9939393939393939,0.7329608938547486,0.773938514010477
0.2,0.6203389830508474,0.990909090909091,0.7448747152619589,0.7853742630739657
0.25,0.6271186440677966,0.9606060606060606,0.7423887587822013,0.7767044878186861
0.3,0.6508474576271186,0.9393939393939394,0.7506053268765134,0.7802822412991904
0.35,0.6745762711864407,0.9181818181818182,0.7593984962406015,0.7840521952029534
0.4,0.7,0.8878787878787879,0.7680209698558323,0.7852999192448734
0.45,0.7067796610169491,0.8303030303030303,0.7600554785020803,0.76571272327402
0.5,0.6983050847457627,0.7787878787878788,0.7427745664739884,0.7399558433358767
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5745762711864407,0.996969696969697,0.7238723872387237,0.7651394517982871
0.15,0.5949152542372881,0.9848484848484849,0.7311586051743532,0.7703074480867086
0.2,0.6033898305084746,0.9606060606060606,0.7304147465437787,0.7648035458861046
0.25,0.635593220338983,0.9393939393939394,0.7425149700598802,0.7725007099309343
0.3,0.6559322033898305,0.9090909090909091,0.7471980074719801,0.7707403733175732
0.35,0.6796610169491526,0.8757575757575757,0.7535853976531942,0.7696679967866409
0.4,0.6949152542372882,0.8454545454545455,0.7560975609756098,0.7654891202224811
0.45,0.6847457627118644,0.7818181818181819,0.7350427350427351,0.7338688931909271
0.5,0.6830508474576271,0.7303030303030303,0.7204783258594918,0.7112774012067163
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5661016949152542,0.996969696969697,0.7199124726477024,0.7609946215108844
0.15,0.5898305084745763,0.990909090909091,0.7299107142857144,0.7702167712231273
0.2,0.611864406779661,0.9757575757575757,0.7376861397479955,0.7751027074284108
0.25,0.6254237288135593,0.9545454545454546,0.7403055229142186,0.7734249020910774
0.3,0.6406779661016949,0.9181818181818182,0.7408312958435208,0.766563693375678
0.35,0.6745762711864407,0.8848484848484849,0.752577319587629,0.7706673585408516
0.4,0.7016949152542373,0.8454545454545455,0.7602179836512261,0.7691224814533363
0.45,0.7101694915254237,0.8181818181818182,0.7594936708860759,0.762614993531106
0.5,0.7050847457627119,0.7545454545454545,0.7410714285714285,0.7335672096265315
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
0.15,0.5830508474576271,0.996969696969697,0.7278761061946902,0.7692988835406714
0.2,0.5932203389830508,0.9878787878787879,0.7309417040358744,0.7706802769659045
0.25,0.6101694915254238,0.9666666666666667,0.7350230414746544,0.7706197332222482
0.3,0.6406779661016949,0.9454545454545454,0.7464114832535885,0.7775146649366097
0.35,0.6677966101694915,0.9181818181818182,0.7556109725685785,0.7805298003066294
0.4,0.6898305084745763,0.9,0.7644787644787644,0.7847697576511136
0.45,0.676271186440678,0.8424242424242424,0.7443105756358768,0.7543353348335989
0.5,0.6966101694915254,0.803030303030303,0.7475317348377997,0.7490574024532094
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,1.0,0.7197382769901853,0.7613816855504009
0.15,0.5915254237288136,1.0,0.732519422863485,0.7746816155307662
0.2,0.6,0.9696969696969697,0.730593607305936,0.7667635256676353
0.25,0.6220338983050847,0.9575757575757575,0.7391812865497077,0.7729303141435167
0.3,0.6457627118644068,0.9454545454545454,0.7490996398559424,0.7801056323916317
0.35,0.6711864406779661,0.9181818181818182,0.7575000000000001,0.782289419619928
0.4,0.676271186440678,0.8757575757575757,0.7516254876462939,0.7678847499481826
0.45,0.6949152542372882,0.8363636363636363,0.7540983606557378,0.761792417085554
0.5,0.7084745762711865,0.796969696969697,0.7535816618911174,0.7530086450440003
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5711864406779661,1.0,0.7228915662650602,0.7646926689810088
0.15,0.5898305084745763,0.9939393939393939,0.7305122494432073,0.7714273839523925
0.2,0.5983050847457627,0.9696969696969697,0.7297605473204106,0.765920867254381
0.25,0.6152542372881356,0.9424242424242424,0.7326266195524146,0.7634350330882641
0.3,0.652542372881356,0.9272727272727272,0.7490820073439413,0.7762990358326748
0.35,0.6711864406779661,0.9030303030303031,0.7544303797468355,0.7762157078183681
0.4,0.6983050847457627,0.8818181818181818,0.7657894736842105,0.7819709134160516
0.45,0.7084745762711865,0.8393939393939394,0.7630853994490359,0.7703179717047206
0.5,0.6966101694915254,0.7757575757575758,0.7409551374819103,0.7377742942436706
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5661016949152542,1.0,0.7205240174672489,0.7622085707941677
0.15,0.5983050847457627,0.990909090909091,0.7340067340067341,0.7744069698871959
0.2,0.6084745762711864,0.9787878787878788,0.7366020524515393,0.7746215025035349
0.25,0.6305084745762712,0.9575757575757575,0.7435294117647058,0.7772045479722448
0.3,0.6728813559322034,0.9454545454545454,0.7637698898408812,0.7940352637425434
0.35,0.6898305084745763,0.9151515151515152,0.7674714104193139,0.7908178113484684
0.4,0.711864406779661,0.8727272727272727,0.7721179624664878,0.7855698806578072
0.45,0.6966101694915254,0.793939393939394,0.7453769559032717,0.7453088397780636
0.5,0.7169491525423729,0.7666666666666667,0.7518573551263003,0.7451577247784466
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5728813559322034,0.996969696969697,0.7230769230769231,0.7643093253262744
0.15,0.5966101694915255,0.9878787878787879,0.7325842696629215,0.7723577423444116
0.2,0.611864406779661,0.9757575757575757,0.7376861397479955,0.7751027074284108
0.25,0.6322033898305085,0.9424242424242424,0.7413587604290823,0.7719954642279444
0.3,0.6711864406779661,0.9242424242424242,0.7587064676616915,0.7847117775273605
0.35,0.6983050847457627,0.896969696969697,0.7688311688311689,0.7880353168488762
0.4,0.7067796610169491,0.8606060606060606,0.7665317139001349,0.7779724785077148
0.45,0.7050847457627119,0.803030303030303,0.752840909090909,0.7536519859613079
0.5,0.7016949152542373,0.7515151515151515,0.738095238095238,0.7304351016215422
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.559322033898305,0.996969696969697,0.7167755991285403,0.7576891099988474
0.15,0.5915254237288136,0.9939393939393939,0.7313266443701226,0.7722638206794433
0.2,0.6016949152542372,0.9757575757575757,0.7326507394766781,0.7700344101628304
0.25,0.6135593220338983,0.9454545454545454,0.7323943661971831,0.7638027445618757
0.3,0.6338983050847458,0.9212121212121213,0.7378640776699029,0.7643248346555901
0.35,0.6644067796610169,0.8939393939393939,0.748730964467005,0.7690257126891386
0.4,0.6915254237288135,0.8666666666666667,0.7586206896551725,0.7722709266835509
0.45,0.7050847457627119,0.8272727272727273,0.7583333333333333,0.7635636021229241
0.5,0.7271186440677966,0.793939393939394,0.7649635036496352,0.7620071805522753
0.05,0.559322033898305,1.0,0.717391304347826,0.7589044460820437
0.1,0.5644067796610169,0.996969696969697,0.7191256830601094,0.7601673865636078
